Step,AgentID,myid,wealth,gender,beauty,desired_beauty,desired_wealth,time_to_critical,is_critical,sojourn
0,"(0, 2)",1,1.9905502645169595,0,2.0005785404838328,2.2193472183569187,0.496730213825027,24,0,-1
0,"(0, 10)",2,1.3415805274250983,0,3.014541431628057,1.9398998644314769,0.5159509248767009,13,0,-1
0,"(0, 14)",3,2.254871461639992,0,2.5697199658386394,2.097205986798752,2.1888282192473136,26,0,-1
0,"(0, 37)",4,1.7885592543281543,1,2.2917748328240504,2.788142050203302,1.8831767537809725,14,0,-1
0,"(0, 38)",5,2.59194069837075,1,2.706559794292361,1.0682466313318195,2.0330966933136767,29,0,-1
0,"(1, 14)",6,3.350114182562919,1,3.483284978052531,3.033787262583688,6.722196983451185,30,0,-1
0,"(1, 18)",7,3.9964554164900905,0,3.186861431125935,1.2353796496291949,2.56334698441204,17,0,-1
0,"(1, 26)",8,1.9311831756581483,1,2.803731249885891,0.6399484639356927,5.265036133353288,19,0,-1
0,"(1, 35)",9,3.1928170811711856,1,1.6047218021298602,0.44859617433640264,0.9864880258934222,28,0,-1
0,"(1, 38)",10,2.3125774961366132,1,2.6670715069151893,2.3108319947426335,1.0886454916274957,25,0,-1
0,"(1, 45)",11,1.4919414506120685,1,3.893627117357831,5.455002079734841,0.6615143773501385,28,0,-1
0,"(2, 1)",12,3.532076576887028,0,3.821686477864765,0.9192161699833842,3.0725393111912696,12,0,-1
0,"(2, 9)",13,3.4041238185069718,0,3.7324699419225227,0.8454791994252576,3.9792102623783308,16,0,-1
0,"(2, 17)",14,2.4093700981785635,1,2.3099605685825977,1.4253990784212403,1.1879105291166825,22,0,-1
0,"(2, 26)",15,2.2328158725986604,0,1.8588201876502513,2.449425959073204,2.408330853592335,29,0,-1
0,"(2, 37)",16,3.5361330116667684,1,3.5360213765166915,1.1062951674193726,1.2250209953504423,22,0,-1
0,"(2, 42)",17,2.9135824876833145,1,1.7873883758498845,1.012896635617081,1.3732691354480095,10,0,-1
0,"(3, 2)",18,3.319506411175258,0,1.9302774310882633,2.7908294933638693,2.9542051349941034,29,0,-1
0,"(3, 11)",19,3.948978584870371,1,2.2665728711999753,0.5930162758831796,0.6231771587989221,21,0,-1
0,"(3, 21)",20,2.9361594066213765,1,2.9499884468558557,1.1737206047288924,3.4537274417186126,17,0,-1
0,"(3, 49)",21,2.461706764427774,1,2.9537639492268917,0.5255944537383128,4.186443903926274,24,0,-1
0,"(4, 1)",22,2.2602041924254435,0,2.6904551438565245,6.965646253266648,5.743642399330647,15,0,-1
0,"(4, 27)",23,1.7901524419213952,0,2.33877748583314,1.9619908085603208,1.7697040114001785,23,0,-1
0,"(4, 35)",24,3.153636151522638,0,3.3588655658647384,2.344519917847794,7.320382296647927,14,0,-1
0,"(4, 47)",25,1.4939366962841187,0,2.241743772094911,3.9192995956702035,2.602130252416074,14,0,-1
0,"(4, 49)",26,1.842049387651179,1,2.831287483541223,1.850108407305294,1.221566892616664,28,0,-1
