Step,AgentID,myid,wealth,gender,beauty,desired_beauty,desired_wealth,time_to_critical,is_critical,sojourn
0,"(0, 10)",1,1.8140565788625513,1,1.8467930435892155,1.7810307884197378,2.346473302763988,18,0,-1
0,"(0, 13)",2,2.2269066490608656,1,2.25346753596262,4.021963416011372,2.3363915958124934,29,0,-1
0,"(0, 14)",3,3.3951093972872894,1,2.3326579235804057,4.375896245804897,3.201599711348812,19,0,-1
0,"(0, 18)",4,1.5189762482926934,1,1.9835368632690604,1.7201169966213947,1.591046692780406,13,0,-1
0,"(0, 37)",5,3.4192306341229037,1,1.740940049176378,2.314951400635351,2.2637743890653907,29,0,-1
0,"(0, 39)",6,1.9166905180039588,0,2.190058181959575,2.712356894012436,3.1100704264028227,17,0,-1
0,"(0, 41)",7,1.2962656167269853,1,1.2028570065164559,2.370794486265234,2.0440107692188483,30,0,-1
0,"(0, 49)",8,1.8163031596036767,0,1.4605762325052387,1.5982800918035793,3.968736535470165,11,0,-1
0,"(1, 1)",9,1.2660015257737325,0,1.3475918369063664,1.8890733928749683,2.4863106006016378,22,0,-1
0,"(1, 3)",10,1.3397674144460703,0,1.8612409954777684,3.540423062973973,2.38495745199348,10,0,-1
0,"(1, 7)",11,2.570631391891858,1,1.4016430152398422,2.4431671012877536,3.1022876095754643,10,0,-1
0,"(1, 44)",12,2.729418535918745,0,2.506434869403852,2.257681303163791,3.061284166423831,23,0,-1
0,"(1, 48)",13,2.113477101052268,0,2.2134353907517217,2.846120655607502,3.482113192859987,10,0,-1
0,"(1, 49)",14,1.7023931438299982,0,1.4759832460793225,2.8460619862310805,2.2425339947633103,16,0,-1
0,"(2, 5)",15,2.055798797046109,1,2.455418290727246,4.146203557618261,2.6033947663821504,28,0,-1
0,"(2, 15)",16,1.9020600866345923,0,1.9901323657703873,1.5055854746984059,2.7662780402947806,16,0,-1
0,"(2, 16)",17,2.1572454645926875,1,1.031265743433644,2.01217825534908,1.51665265198195,19,0,-1
0,"(2, 17)",18,1.9100954829975632,0,1.5249380175677911,2.5552730928282084,3.1283252480106696,18,0,-1
0,"(3, 31)",19,1.7956423838051687,1,2.017334334782571,1.6306012863778705,2.3187437624767564,13,0,-1
0,"(3, 35)",20,0.9975896467685921,0,2.3106380282602843,3.328178095625956,2.9725342437226927,12,0,-1
0,"(3, 49)",21,2.098683885368052,1,1.8944505852179852,2.233414818320538,3.158941524328216,10,0,-1
0,"(4, 6)",22,2.5553150437944345,1,0.9900653673508574,3.125582319933152,1.328911061385797,14,0,-1
0,"(4, 11)",23,1.874378501366839,1,3.2241753917657707,3.2572787840335327,2.681831625875473,15,0,-1
0,"(4, 31)",24,2.484458148991492,1,1.6338899947069239,2.956609891422307,1.9688655008569649,20,0,-1
0,"(4, 49)",25,1.745773150166451,0,1.9538230946196282,2.3759562603562623,3.589494281244968,13,0,-1
0,"(5, 0)",26,1.2062587406325864,1,1.5722722398325397,4.610820160630592,2.669710862545553,13,0,-1
0,"(5, 11)",27,2.1918763723149675,1,3.176703848755186,2.229426910381275,1.8238854090631234,18,0,-1
0,"(5, 12)",28,2.3936304907909687,1,2.7393321167897784,3.1789989246213715,2.125240577053029,21,0,-1
0,"(5, 13)",29,2.451166772604607,0,1.33790294602681,2.5569219989982024,2.3942573433610095,29,0,-1
0,"(5, 19)",30,2.027266341354847,0,1.9992723838729274,4.23915160944915,3.5323579833758876,26,0,-1
0,"(5, 24)",31,2.3869780546075585,0,1.7859681749317562,2.3526636853538703,5.623238586025565,20,0,-1
0,"(6, 1)",32,2.607557432586138,1,3.7052702192904556,1.9159337958686238,3.3139575066486264,14,0,-1
0,"(6, 16)",33,3.675676381797049,0,2.2444069164461182,1.7072744300022134,1.8418935904254974,10,0,-1
0,"(6, 20)",34,2.0157767617003097,1,1.3310074879335556,3.4442703710305635,3.013581506349841,20,0,-1
0,"(6, 31)",35,1.5159600605298182,1,1.98758596584619,2.5314335621725395,2.1637058078025873,25,0,-1
0,"(6, 35)",36,0.7572054820318559,1,1.7532947212851469,3.8316013257234727,1.8749514246846941,22,0,-1
0,"(7, 16)",37,1.9229784777221246,0,1.5647351063955173,2.720912760680397,2.8811923675419964,13,0,-1
0,"(7, 25)",38,2.6592163189337867,0,2.7403407620045117,1.6299719335492304,2.679277434468145,23,0,-1
0,"(7, 30)",39,2.0258611952271357,0,2.719988184465919,2.464889136314235,3.4832993663318197,17,0,-1
0,"(7, 37)",40,1.9570387509592886,1,2.4112480375784417,2.8037749469133932,4.071313392240339,11,0,-1
0,"(7, 45)",41,1.1483601661329088,1,1.3351989104298807,2.7928692715964822,3.08764638567623,16,0,-1
0,"(7, 49)",42,2.871589585329149,1,1.685260654254481,2.7562403830042106,2.157182908326756,18,0,-1
0,"(8, 0)",43,1.775798328628653,0,1.3715813824416951,3.184696465591929,2.4886235124740983,23,0,-1
0,"(8, 12)",44,1.0876404682313767,0,1.3289154984800453,2.0216060215054275,2.0689204350855723,13,0,-1
0,"(8, 14)",45,2.224996743912344,0,2.0539973669503433,3.366677863791233,2.6200697554011545,18,0,-1
0,"(8, 29)",46,2.397144706647619,1,1.4698400902908693,3.536249190687375,1.4235807758413948,12,0,-1
0,"(8, 49)",47,2.1072580516911477,0,1.1433035162331007,3.7766248485300324,2.198712287963367,23,0,-1
0,"(9, 10)",48,4.110144070369484,1,1.5486021600010003,4.140436719709543,4.949048844941652,30,0,-1
0,"(9, 13)",49,0.9581916162945449,0,1.9780102265610389,2.3563987282605265,3.5975869330426957,24,0,-1
0,"(9, 14)",50,1.9816041464407996,1,1.3059661805454457,1.8424378818496647,2.495550314998785,18,0,-1
0,"(10, 0)",51,1.6887502542479371,0,1.6416819785255754,2.396572667280188,1.754157181441245,18,0,-1
0,"(10, 2)",52,2.2285446302644485,1,1.9245608515357568,2.903205498363602,3.2225115949197902,25,0,-1
0,"(10, 4)",53,1.551916580482547,0,2.6422634820609257,1.8194747175972417,2.3015680856021365,21,0,-1
0,"(10, 34)",54,1.7858015351617005,1,2.6906333565243488,2.2298954814712513,2.1276817142794835,11,0,-1
0,"(10, 43)",55,2.021864630840932,0,1.5443315704190048,2.4128183760859123,1.920610993849266,20,0,-1
0,"(11, 5)",56,1.8148673451618904,0,4.225845470832554,4.198923934111301,1.667867366706599,26,0,-1
0,"(11, 10)",57,1.2885193572914795,0,1.0309852904512822,2.9228032287410937,2.30102358924468,27,0,-1
0,"(11, 30)",58,1.9903599292926746,1,3.291381327393627,2.696918070326271,2.335867336277448,20,0,-1
0,"(11, 35)",59,1.858621031805678,1,2.1185007407476326,2.0579707343067803,3.478945607230687,24,0,-1
0,"(11, 40)",60,1.649433364205775,0,2.1252184298554413,1.3853836110561073,2.5248760526167655,11,0,-1
0,"(11, 42)",61,2.900222433432686,0,2.0709772428211717,2.4435546663897445,3.874676005120313,16,0,-1
0,"(12, 24)",62,1.4682042183147204,0,2.8596200610283438,2.7238622236477563,3.3884462892538574,23,0,-1
0,"(12, 33)",63,2.505506043787622,0,2.8852603058839152,3.5274332523336014,3.3523399217546794,23,0,-1
0,"(12, 41)",64,1.7476238387890832,0,1.175774078894903,2.340324565299633,2.9376203972790105,12,0,-1
0,"(13, 1)",65,2.719822216143328,1,2.5771434525202785,3.0221456541598335,3.6001609023626475,20,0,-1
0,"(13, 7)",66,1.7430275702285312,0,1.6370620317790268,3.6311525574189782,4.100450051288411,16,0,-1
0,"(14, 4)",67,2.0576799536275483,0,1.6796580949047524,2.5216206942330093,3.460375062690992,12,0,-1
0,"(14, 7)",68,4.053575821435387,0,1.9434990798527958,3.1199138438782636,2.7799200392238332,20,0,-1
0,"(14, 12)",69,3.858503833707366,1,1.9136499259993645,3.8397698401679934,4.107202291929767,23,0,-1
0,"(14, 23)",70,1.5817430038795128,0,1.4824376546838325,2.39328560247025,2.2741156856292264,21,0,-1
0,"(14, 27)",71,1.7822130579922033,0,2.401551508810705,5.981419143337707,1.6512646267402256,23,0,-1
0,"(14, 38)",72,2.978875848204731,1,2.6339401644211726,3.0456191230551823,4.235344925100053,11,0,-1
0,"(14, 41)",73,1.351801225101144,1,3.648371534717647,2.687296039101529,2.302215699713456,14,0,-1
0,"(15, 5)",74,1.6956421033464377,0,1.908132233022702,2.7234271755895816,2.74261983926515,11,0,-1
0,"(15, 11)",75,2.580872501285275,0,1.9244374069806371,3.3991115324502608,1.198085819026627,14,0,-1
0,"(15, 17)",76,1.114000735439531,0,1.9969115223860616,2.866875202995387,2.301636938783724,19,0,-1
0,"(15, 18)",77,1.9903211586918996,0,3.6608672988944715,2.647729647714706,3.15415267708806,26,0,-1
0,"(15, 34)",78,3.125330390742924,0,1.9770363751712292,2.4302186358761153,3.3027223376620483,26,0,-1
0,"(15, 36)",79,1.1787503705668267,0,2.110860340596784,2.1870825696865697,1.5797135633307493,15,0,-1
0,"(15, 49)",80,1.8583507334393878,0,1.2046453873386267,3.1167291560662345,2.455925292027607,25,0,-1
0,"(16, 1)",81,2.5181191497691238,0,2.1258961396966334,3.2594467900424413,3.156226075506446,26,0,-1
0,"(16, 12)",82,1.7447389087014251,0,2.4155940727161425,2.124247488897046,2.522642734894331,22,0,-1
0,"(16, 25)",83,3.7770946819350666,1,1.6605149598049096,3.6148538625968865,4.262223898227471,24,0,-1
0,"(16, 36)",84,1.4493267231834495,1,1.6061124849475525,2.5261631048932665,4.471227047656863,25,0,-1
0,"(16, 44)",85,1.3480414730616117,1,1.2061004538610869,3.805619092428477,2.5224857528516504,11,0,-1
0,"(17, 23)",86,3.7908303279254505,0,2.7676331279958997,2.5902849059945843,1.6915906802665415,18,0,-1
0,"(17, 25)",87,1.8502587811784963,1,1.5001299213939754,3.1555188246715513,3.317337688102853,14,0,-1
0,"(18, 4)",88,1.7053736104736223,1,2.098367996561005,4.579085670141369,2.693960952389816,30,0,-1
0,"(18, 10)",89,2.4160349124237515,1,1.6872247402709069,2.2871897638049936,2.54951276456179,17,0,-1
0,"(18, 18)",90,2.887809083368457,1,2.2489712140260774,3.6601326228380118,3.32659597166932,16,0,-1
0,"(18, 44)",91,1.4548603992931681,0,1.3520886035497277,2.2213763859868636,1.4938879095201445,21,0,-1
0,"(19, 7)",92,1.606088081706764,1,2.427310872752511,2.060534044324517,3.7609510605756635,14,0,-1
0,"(19, 27)",93,0.8737169716185454,0,1.346232672286297,3.3749339305113493,2.98584223736805,17,0,-1
0,"(19, 29)",94,2.047131005665273,0,1.464392520271376,3.7464981101968053,2.506572753950967,12,0,-1
0,"(19, 44)",95,1.7722173099192473,0,1.5096782040008494,2.6223265240161533,2.9826626317177114,23,0,-1
0,"(20, 1)",96,2.6767435341014765,0,2.431692376357329,2.1108211732280697,3.006024866453839,19,0,-1
0,"(20, 22)",97,1.7259692979480628,1,1.637040924228842,2.6910609588505485,2.3686605204391156,20,0,-1
0,"(21, 2)",98,3.40783767122267,0,1.800527783872993,4.0930792613262135,2.228632852341302,24,0,-1
0,"(21, 15)",99,1.9099580226004373,1,2.2527575024543958,3.7677351758420308,1.8802567809373436,12,0,-1
0,"(21, 25)",100,1.541915037148214,0,2.710533854517403,2.5227665535990837,3.7711213546212154,11,0,-1
0,"(21, 30)",101,2.2504783517508797,0,1.6417795540263018,2.6685665125259437,2.443722159465105,12,0,-1
0,"(22, 18)",102,2.0029604056927455,1,3.92409800949478,3.540940711749242,1.490089346907894,21,0,-1
0,"(22, 22)",103,1.4936547870606003,1,1.6827827715457597,3.6263997983335754,3.4849279218327376,23,0,-1
0,"(22, 42)",104,2.309235140479167,1,2.563353562804225,2.0030809589650036,2.447318964595994,15,0,-1
0,"(22, 49)",105,2.4442899346064704,0,1.9900415683274697,2.7761855640673034,2.574028099588184,20,0,-1
0,"(23, 8)",106,1.4273026581328139,0,2.221961655995302,3.6123757876951457,2.685675849543762,22,0,-1
0,"(23, 35)",107,2.816543114451559,1,2.0384840691276316,3.775247905773925,2.9425632508239294,26,0,-1
0,"(23, 46)",108,1.723315194248711,0,2.820173404478489,2.3351573749859664,2.140341216996775,28,0,-1
0,"(24, 23)",109,1.502226502311517,1,2.5273629249095304,2.3145367521699485,3.0750623665667343,24,0,-1
0,"(24, 34)",110,3.216103977252151,1,1.620539180899822,2.5619228097150906,3.433399896517071,12,0,-1
0,"(24, 43)",111,1.738869885423731,1,1.8788809726973903,2.723069244405034,3.3492940496409402,14,0,-1
0,"(25, 12)",112,2.959498950452028,1,1.5583974194489574,2.503093369169793,2.505034212816138,18,0,-1
0,"(25, 16)",113,2.1468698890764424,1,1.8234991628784885,2.1182508158648035,3.3328545162120555,17,0,-1
0,"(25, 19)",114,1.5996453644161912,0,3.024276751483947,2.88518834715766,2.25603109037666,26,0,-1
0,"(25, 22)",115,1.7034667286806493,1,1.9048181480021413,2.629493943071832,2.286309757049391,11,0,-1
0,"(25, 26)",116,1.7455404329086028,1,1.3495562408596447,1.7022194404937772,1.9956931689773936,15,0,-1
0,"(25, 29)",117,1.7613631044619362,0,1.268177433257096,3.2457119958050615,2.7406967864336744,24,0,-1
0,"(25, 33)",118,1.4861647546228538,1,1.779548303232974,1.8830508168340299,2.045499429743755,25,0,-1
